Sentiment,Text
0,@carlamay77  Scranton. I didn't wind up going to Holmdel ... was so sick last weekend plus my friend got stuck at work 
1,@carlamedina  Hey im from venezuela! how are you? 
1,@carlamedina and I wanna be in Japan 
1,@carlamedina cOnfessiOns Of a Disney Channel Star  hahaha!*
1,@carlamedina COOOOOOOOOOOL! you will be at monterrey!! what are  you going to do here? 
1,@carlamedina Hi Carla. I'm learning Spanish so I can understand you more. Hehe. Get well some more. 
1,@CarlaMeow_xo hey yer i might i dont now what bus to chach back  xx
0,"@CarlaMeow_xo i dunnnoo, people are saying they are but im not sure  i want to know for sure lol"
1,@CarlAmouzou 2 more days!  Cant wait for you to come home! But at the same time am really glad you're havin fun with your family! ♥
1,@carlaroberts I think they ran as well 
1,@CarlaRose Just keep writing those great tips! 
1,@CarlaRose Thanks Carla. 
1,@annschilling Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
0,"@annspade @Vivi1790 Ann, supposedly BlogTV's partnership program is easier than YT now. But sorry to hear YT denial.     Ann&lt;33"
1,@annspade Good morning! Still online by any chance? 
1,@AnntasticLV nice Ann! hahaha make it happen gurl! 
0,@annTRS @fueledbytaylor I tried that. It didn't work 
0,@annTRS COME BACK 
0,"@annTRS ew metro station... zack would be happy with that, he better not leak it "
1,@annTRS hahaha they areeee 
1,@annTRS I asked Matt for a picture twice and he said no twice. Grr. Oh well. I got a pic with Vinny instead. 
0,"@annTRS i didnt have a phone at all when it happened.  its saved in my favorites and my laptop, ahha"
0,@annTRS now i am a hating on you. $%^&amp;*()(*&amp;^% I MISS ANDREWWW. 
0,@annTRS omg  rian and zack deserve more followers!!
1,@annttkerr another 3-day weekender coming up 
1,@AnnVertel @MyRazorr Glad you're busy! Always good. I'm sure the DSA conference will spark blog content! 
1,@annwhit just finishing vodka.he knows to wash pots coz hes doin last nites now.so defo forgiven.lol 
1,@annwhit LOL had a tball game to go to then had friends over and had a fire 
1,"@annwhit sounds like a quiet Sunday, make the most of it, say hello to your Mum "
1,@AnnyChih sorry you had to put up with w@nkers- they're out there. I'm glad you enjoyed kayaking though! Can't wait to try it myself. 
1,"@AnnyChih They have a wildlife exhibit at Dreamworld too.  Tiger Island, Australian Wildlife Experience, Koala Country, etc etc "
1,@annychung. Hahaahha good job anny! Lemme know if she replies!!! 
1,@annyjacoby I would like the sources for the quotes you gave me. 
1,@AnnyLove1 THANKS 4 following!!  Have a great today!!
0,@annyo84  aaawww - i knew it was something like that   I wish i could give you my phone so you didn't have to do it all! xoxo we love you!
0,"@annyo84 Annalisa, I'm so excited, too! Of course my system completely shut down on me too this morning LOL I'm moving like an old goat. "
1,@annyo84 anny you are awesome!!!!!  Thanks so much for the vids pics and updates!!!!  )))  Getting caught up on everything now! 
1,@annyo84 hahah! first 5 secs is the best part ever 
0,@annyo84 hey!!  we've missed Cambridge 
1,"@annyo84 heyyyyy, thanks for your DM and you are very welcome!! "
0,@annyo84 I know 
1,@annyo84 Praying for you to have a wonderful first day of school tomorrow! 
1,@annyo84 Their regular is two burgers on one bun ... it's huge!! It sounds like you're having a blast in Utah!! 
0,@annzoo  NO MORE FOOD FOR YOU
0,@annzoo I'm always sleeping now. Why were you up all night?! This reminds me of the one garage incident. I know you love my frantic IMs. 
0,"@anoah33 there's a rumor that there will be a new live action movie based on the cowboy bebop anime series, starring keanu in the lead. "
1,@anodyne2art Now you know I would only hold the door open for you if we were going somewhere together. 
1,@bryangreenberg you should twitter more like the others  It's always excited reading your twitter
1,@BryanGT3RS Good... you stick with the things that inspire you etc... exactly Bry 
1,@BryanGwin @SiahWalker i kinda figured it was one of you two music you boys are the twitter freaks  HI !
1,@BryanGwin I love that place it is so cool and exotic 
1,@BryanGwin yeahh  well i watched a live vid of the new song and i love it. it made me wanna see you guys' live!
0,@bryanhalpin corbin has it...been playing with his and service is a joke here  http://myloc.me/4N0m
1,@BryanInIsrael oh dont worry! either me or my mom will right down everything you'll have to see 
1,@bryankannowski babe you are thebomb.com...I love you 
1,"@bryankannowski trust me, I'm Not going to drink it all at once. "
1,@BryanKDawson how are you? 
1,@BryanKDawson I agree 100%!! 
1,@BryanKDawson Welcome to Vegas! I will see you in New York! Tell the boys to play nice. 
0,@bryankir lol yeah shame you only get 3 battles a day 
1,@bryanmcvey WELCOME! 
1,@bryanmouat what is this fun thing that you refer to? 
0,@Bryanray... anything fun happening tomorrow night? I'm all alone again tomorrow.   http://bkite.com/08H8A
1,@bryanrh you love it. 
1,@bryanrhoads yeah me too... @SwagnerDesigns can always participate next week! 
0,@BryanRicard aww  thats like when welker got crushed by that stupid steeler. hey reggie is kim kardashian's bf!!
0,@BryanRicard im football illiterate 
1,"@BryanRicard oh god, no! lol goals, icetime, #, his team, past teams, the kind of player he is..those stats "
1,@BryanRicard yeah but noones hiring. i got 145$ today though  kus the pens won the cup! haha and i picked them too
1,@bryanscottphoto how did it go? I have always wanted to shoot on one of his sets 
0,@BryanSimon But dust bunnies have feelings too! 
1,@bryantestrada good thing i already got my two overwith  that shit suckssss
0,@bryanth iz sold out 
1,"@BryanTheShultz ahahaha i don't roll that way. you give me nudes, i give you .. an albertan all the way across the continent  fair deal!"
1,@BryanTheShultz want to come with me and @JaviLovesPizza ? 
1,"@bryantma I know someone who would tell you that dating married women is dangerous, and that he will never do it again... "
1,@bryantma I think i'm falling in love with you!!  xxx #iloveyou
1,@bryantma No... but then I only have 23. Now *I* am the lightweight. 
1,@bryantma welcome home to you and Lilblu... best advise is to wrap up warm against the cold 
1,@bryantodd how drunk is the drunk toddler? 
1,"@bryanupton You can come shoot photos of me laid-up after my procedure today. Actually, would just like to hang out with you "
1,@bryanwiles  dude - welcome to The Twitter.    Thought about you yesterday when I was re-writing a coaching handout from last year. 
0,@bryark and I def don't really wanna buy one. I just wanna hack my wii jeeez is that so hard! 
0,"@brybrywithay oh i did that the other day, and i went out wearing my labels  BUMTING !"
1,@anoel82 Are you talking about klang? when will it ever snow there one?! you'll juz hv to make do with juz counting crows lah 
1,"@anoela1336 @Marieblue17 *hug* goodnight, tweet tomorrow, hey! ill post pictures of the lake when i go for my walk  see ya later"
0,"@anoela1336 Refreshing my Gogamer order like a madwoman, it still says it's processing.  "
1,@anoela1336 Sure... sure... It's alright... I made comments 
1,@anoela1336 Yep...  Yeah
1,"@anomalist Nope, just something I thought I'd start doing for the site. I enjoy doing it &amp; the fact that you enjoy reading it is a bonus! "
1,@anomdesign glad I can make someone smile even if they are on other side of the world  I always feel humbled by all the support we get
1,@anomdesign you must be a night owl. Sorry I missed this tweet &amp; hope u r asleep. Lucky u 2 have lazy day. Am off to bed now chat soon 
1,@anomdesign you should even though it is a long way as I am sure you would love it  night
0,@anomie666 who would i have to root for? my yankees-fanatic friend is calling me a red sox traitor. 
1,@anomit  ar shobaye ke ammontrit kot #bongodibosh e #twitterbongs
1,@anomit when i say &quot;by ff3.5..&quot; i mean &quot;My ff3.5...&quot; with a cold blocked nose... 
0,"@anomit Yup, I agree. The sad part is that he had to sue his own bandmate to establish his rights "
0,"@anomoly aw man, you did? It's supposed to T-storm tonight, today is when all the best acts are playing--no fair "
0,@anoncel @klb_7825 I want an echo! 
0,@anonymouskat wow sims 3!!! good for you! my laptop will NOT be able to run that game.. 
1,@Anonymousmoi yes indeed! He could soooo get it! Yum yum  my friends just don't understand.
1,"@anonymoustom w00t, I done a method! Was a bit tricky... I got pi root2 over 4. Which is 1.11072cm. Now I can sleep at night. "
1,"@AnonymsOne I am just experimenting but I came out fantastic, if I do say so myself. "
0,@anonyw haha yea sha   nggak di officialin kesel abis :p
1,@anoo pretty much  While scanning photos of my grandmother http://bit.ly/sCioV #spymaster
1,"@anoony made them talk about politics, 1 of the ladies is about to kill me "
0,@anoony piss off u didnt like my baby pictures 
1,@anoopan nice...you are seeing the reality  Good Afternoon
1,"@anoopan Purushan Kadalundy? He is the Secretary, not the VP..anyways..i dont have an impression abt him..of any kind "
1,@AnoopDoggDesai  that's how I roll anyway 
0,"@AnoopDoggDesai Aw, you had to go back to CA on Mother's Day "
1,"@AnoopDoggDesai erm, i've no idea what you are talking about  explain?"
1,@AnoopDoggDesai hay anoop...!!! bring me a BIG smile when saw u shaved. love u regardless of anything... 
1,"@AnoopDoggDesai heyy i found this link while on youtube http://bit.ly/zAMDW  ; wow, awsome! "
1,@AnoopDoggDesai heyyo anoop.....do great okay tomorrow. i meant the interview. btw i hope u do some shaving...start to miss the old ANOOP 
1,@AnoopDoggDesai Hope you have a safe flight! Have fun at rehearsals!! I absolutely cannot wait for this concert!  &lt;3
1,"@anoopdoggdesai http://twitpic.com/5d7az - Aw you guys are like the best group ever, looks like your having tons of fun "
1,"@bryceavary Can't wait to hear the record... I know it'll be amazing though. When you tour next, come to British Columbia! "
1,@bryceavary do you remember the yes we feel poster? From colorado 
0,@bryceavary Good luck today! Wish I could be there 
0,@bryceavary So no video blogs anymore? 
1,@bryceavary Thankss.  Of ot wernt for you; I wouldnt be alive.
1,@brycecasselman use vimeo 
0,@bryceee Well... we miss you a lot  I thought you were mad because we didn't come over for the fight. Matt told me THAT night about it and
1,@brycegruber Good morning!  Saw your blog and had to let you know I really liked it   I followed too. Looking forward to your tweets!
1,"@bryceives love to, buddy.  Sometime when I'm not skivving at work.    Will keep the candle burning and try to catch online sometime."
1,"@brycepaschal, If you get a Citi card i'll get a Pier 1 card! "
0,@BryceThinksThat its just a lil pic on my phone and I can't really see...my computers in a man down situation  so haven't seen anything...
1,@bryci you are gorgeous.. i love ure fringe..it make your eyes look sooo seductive. hope ure happy. 
1,@brydie_alison12 are you kidding me we had roast too!!  it was awsome. (Y)
0,@brydiekennedy i didnt get to go  was sick (N) yayayay your back! i cant believe you left your phone 
0,@BrydieW I miss maddie  she was really cool. Looks like the new people are quite awesome tho' =]
0,@BrydieW sunburn?  Sucky
0,@BryEaston DUDE ME TOO 
1,@BryEaston I guess everyone wants it right now 
0,@bryer  no I'm with Orange - 'xmas my pin' - huh?? no understand 
0,@Brygida_Poland Hi Brygida. Nowhere exciting - just moving to another house here in Hobart. I hate moving and the packing. I'm too lazy! 
1,@bryisahypocrite Of course. Thought you were en vacance? You and Barbara Ellen should co-ordinate your hols better. This is dire. 
0,@brykins  oh thats rubbish   Don't know what it means but sounds bad.! Are we to be without you for long? Hope not.
1,@brykins the picture..I love it! Have a fab day 
1,@bryndivey hell bent for leather weekend by any chance? 
0,@brynneOH I'll text you in the morning... I PROMISE. I'm freakin' sleepy 
1,"@brynneOH mmm, no it's really chill. all i have to do is answer then transfer them "
0,@BrynnFoley Wow i know how that feels!!! my brother did that to me 2 times ike 3 weeks ago! it hurttt!  i hope you feel better! ♥
1,@brynnlovesyou and now youre voting for them for the dennys all-nighter adopt a band thing righttttt? 
0,@brynnycole  I'm going to miss you.
1,@bryns awww poor you sir! hope you feel better soon 
1,@bryns I heard you are coming to dublin next weekend 
1,"@brynskov what's the definition of that. Its public service when it serves the greater good, but when is it 'civic'? Non-military? "
1,@bryocketh Cheer up with ice cream. 
1,@bryoneybrynn Thanks for the hugs BB 
0,"@bryoniedillon i never used to mind them but im just not a fan anymore, and eh thanks for texting me back "
1,"@BryonyCatrin hey hey, some else has twitter! "
1,"@anoopdoggdesai http://twitpic.com/6pkq7 - 0o0o0oh, yummy!!!  Will you share yours, plz, Noopy? lol =P"
1,@anoopdoggdesai http://twitpic.com/6pkq7 - There are more pics right? 
0,@AnoopDoggDesai I want one so much but they don't work with T-Mobile yet 
0,@AnoopDoggDesai I will not be home to watch it!  I will definitely have to DVR it!!! can't wait! &lt;3
1,@AnoopDoggDesai im so excited for the tour. your the main reason im going.  you were my favorite.
1,@AnoopDoggDesai People really love you that much Anoop!  God bless on your career. Hope you have a tour here in the Philippines
1,@AnoopDoggDesai thanks for taking the time to watch our fan video. Glad you liked it. pays off the hardwork. 
1,"@AnoopDoggDesai The Clefhangers were featured on World News with Charles Gibson tonight, singing Carolina for the UNC-CH 2009 class! "
1,@AnoopDoggDesai the rumour is everywhere now. I hope that doesn't distract you. And I LOVEEEE your dance moves 
0,@AnoopDoggDesai their not coming to NY  !
1,"@AnoopDoggDesai we all agreed it wasn't you, the faker can't even spell the words 'delicious' and 'tomato' correctly "
1,"@AnoopDoggDesai You have a HUGE fan base here in the Philippines! Just like the season 7 contestants, I hope you'll have a gig here too! "
0,@Anoopdoggdesai You mean you will be in DC three weekends after I visited there?! My heart is breaking right now lol 
0,"@AnoopDoggDesai:  Really?  They were?  That is very sad!    Where is the pride and support and faith, Nuggets &quot;fans&quot;?  Becky (@Smee81)"
1,@anorangegal You've got mail 
0,@anoras bummed that it doesn't sound like any of mine were recorded 
0,@aNorthernSoul Ah i should have guessed. Sorry 
0,@anoth3rillusion oh no! that totally blows  buy a camera at walmart and then return it at the end of your vacay!
1,@another_cherry  o fisa de 1 euro sub ea 
1,@AnotherA i will play with it 
0,@AnotherA Sorry. 
0,@anothercraig haha i agree! my day was ok...went on a shopping trip in edinburghbut felt ill so could have gone better 
0,@anotherfool - Bu-bu-but! A Mac is a Mac. 
1,@anotherfool That's a really good price. 
0,@anotherfrog You should've made an effort to come  I am very disappointed !
1,@AnotherJulia all they have to do though is have a quick look on your profile...... 
0,"@AnotherJulia Morn\aft. Just to let u know I am hear even tho u can't see me, and I can't see u. Don't like this new twitter one bit!!  "
0,"@AnotherJulia Still going, gradually improving but I'm getting it too now "
0,"@AnotherJulia Wish I'd had the balls, but with my 2 kids with me and not knowing how illogical these ppl can be, didn't want to risk it "
1,"@Anothermelody I've got 5 too - 1 geography, 2 media and 2 science  what ones do you have?"
0,@anotherpdxblog Masterbating Bear could not come on the Tonight Show  wack shit.
1,@anotherpundit thanks 
1,"@anothersamchan no, but I think I can dance "
0,"@anothrstupidkid your lucky, you have a bed and ice cream, all i have is a very sore couch and some cardboard "
0,@anotorias Japan Day 4-miler in Central  Pk.  Installed Win 7 RC and didn't know iPod would be problematic     Going to sleep now.
1,@bryonythomas Thanks - I think a decent VA should write the article - they'd get loads of work from it 
1,@bryoz Hope you have a great time in Japan. 
1,-@brypie  Play Eve instead 
0,"@brypie Awww thanks - its just I'm really overtired I still want to be in bed and I got up 4 hours ago, and I've got a runny/stuffy nose "
1,"@brypie good morning over there, hope all sweet "
1,@brypie i'm not on tour yet. but i hope to be soon  and I'll go wherever Jesus needs me
1,@Brysonen haha.  Nearest gas station. All we have is candy their and old french fried YUCK.
0,@brystalJONES hahahaha. Poor you. 
0,"@brzzzl #tangogps is just a mapping app, nothing you could really use for navigation  . Still waiting for real #navigation for #android"
1,@bs you caught me scanning! I just got out of UP and reek of popcorns. A super friendly pup from the film reminded me of @addi 
1,"@bsabatino Well, thanks.    &lt;3 you too.."
1,@bsaeed it was nice to meet you tonight &amp; thanks!! 
1,@bsandusky finally  *waves from far up north* hi la'brett!
0,@bsandusky why not? 
0,@bsanfordjr No new hardware for me 
0,"@bsangel Awww, what happened? "
1,@bsaunders Let us know if you have any questions  ^AG
0,@bsb96 haha yeah...and plus half of the stuff will end up on like youtube or something..like the videos on the bsb fanclub  #BSB
0,@bsbaegirl awe.. I'm sorry!!  I'm sure he was so upset with himself
1,@bsbfan96 woo hoo  2 more wks till ATL with @Frackalicious and @Nicksgurly
1,@bsbfreak n0o0o0o I dnt wanna wake up lol.....I misss y0uuuu t0  nd im awake....4 n0w lol
1,@bsbfreak2007 Hello  How are ya??
1,@bsblchik Awesome picture!  I'm so jealous since AJ's my favorite.  
0,@BSBSavedMyLife cant get to sleep? 
1,"@BSBSavedMyLife Good luck in class, hope you enjoy it "
1,"@BSBSavedMyLife How do you get that many? I only got 9... How freakin great is that? Not that I don't heart you guys, cos I do "
1,@BSBSavedMyLife Let me know if you have any problems with it. I'll try to help you. 
1,@BSBSavedMyLife Oh nevermind I read Isla's tweet about it. 
0,@BSBSavedMyLife them little beaches. 
1,"@BSBSavedMyLife This is sappy, but...Phil Collins &quot;You'll be in my heart!&quot; "
1,@BSBSavedMyLife yes but credit me for the collages and stuff if you wanna use them please  here  http://bit.ly/F9I24
1,@BSBTwitt  lol what's D Ro?? I think I know what it is but I wana know. Oh yea I am such a BROK fan. Also a AJ fan as well 
1,"@BSBTwitt Well, maybe its a good thing that he doesn't follow U the way UR gushing! LOL. I had to wipe down my screen!  "
0,"@bschh Of course your tomorrow is our today, and we're still waiting... "
1,@bschildt how'd you guess?   yes.  bloody lawyers.
0,@bschrammie I wish I was at el puerto 
1,@bscopes  Hey Steve feel free to shoot me an email with any questions you have about copy..cori@writesyntax.com 
1,@bsdgypsy You can't have me unless you're prepared to take down Kirstie... And her followers... I WISH YOU LUCK! :p 
1,@BSEENANDHEARD  u better had my name in there!  to follow me!!!!!!!!! 
1,@CarlaSnellen i hope he will 
0,@CarlaSpeaks aarghh i need to invent a lunchtime teleporting machine 
1,@carlastephanie awesome!! i look forward to seeing those 
0,@CarlaYoung I don't think so.... 
1,@carlazimmerman Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
0,@CarlBarry I'd give you a hug but Wales is a bloody long walk 
1,@carlbembridge Apparently can run off memory stick as well - @gecko84 suggested it to me  Yay! Spotify &amp; a window! So spoiled...
0,"@carlbob - got on on Sunday evening.  But for some reason, my milk didn't turn up this morning "
0,"@carlee189 i wanna go italy and spain too! only been rome, florence and barcelona. "
1,@carleefaggot spam the shit outa #RampageCrew &lt;&lt;&lt;&lt; that for us yes ??? 
1,@carlenek i was a charcoal gril 
0,@carlespy i  cant 
1,@carley_baby Would love to see some of your photographs on our site 
0,@CarleyBoston hey carley! havent had my computer for 2 wks. it had a virus  how have you been?
0,@carlfletcher You poor thing. That really sucks. 
0,@CarlGray3 if u see a lil girl holding alex's nephews hand its my neice. take a picture. since i couldnt make it. 
1,@CarlGriffith Tanjong Pagar has a trove a good eats apparently. We're making sure we try most of them 
1,@carli_chick Excellent thanks i never knew he was on twitter 
1,@carli_chick I know! 
0,@carli_chick I need to get to sleep but been trying to put pics up on facebook all eve .. Wont let me 
1,@carlie_kollath I was about to say. I didn't know the mail servers were down 
1,@carliecarrcrash heyy 
0,@carliecarrcrash I wish I could watch s&amp;tc right now  its my favorite. Which one is it?
1,@carliecarrcrash If we combine then I'd find a way to like split the costs!  we should get all the seniors to help pay +anyone else
1,@carliecarrcrash its panaera. 
0,@CarliElizabeth @SamanthaMicha uhm we all should've road tripped it to dallas? its like 3 hours awayyyy 
0,@carlienorris i have a migraine  gahh. It hurts
1,@CARLiEPERRY 0h n0thing 
1,@carliijonas01 Yeah I know I need a fun vacation 
1,@carliijonas01 yes you would.. its awesome!? They do a lot of events here!?  where do u live??
1,"@carlish I'm working on finding you some accommodation. Can't promise anything, but we'll give it a shot. Stress less. "
1,@CarlisleCullen_ Hey Carlisle..Long time No Talk 
1,@CarlisleCullen_ irl do u have a myspace(not the Carlisle character the guy being him) 
1,@CarlisleCullen_ what are you doing ? 
1,@carlislecullen_ your fine carlisle. i have eternity with Jazzy.  plus we rented movies tonight since jake is coming over.
1,@CarlisleCullen_ Your very welcome 
0,"@CarlisleRCullen its a long, sad, story *cries* "
0,@Carlita818 I was supposed to be in LA this weekend but it got canceled  .
1,@carlitatink Me too! 
1,"@carlitosmum Ohh lush. My Nan lives down in Devon, East Allington (near Totnes) "
0,@CarlitoStaxx hahaha there is only 1 and he working...otherwise I would call him. It's just been a long day but I may have to go out 
1,@CarlitoStaxx lol oh I thought u were serious too smh.. what's up babes 
1,@Carlitosway89 HEYYYY UR HERE WOOO HOOO r u gonna be in hollywood 2 day 
1,@CarlittaDurand: hey you 
0,@carljoshi Bill Gates just called. He said he's going to shoot you 
0,@CarlKavorkian what was it i missed it 
1,@Carlkr all the best for your IB exams Carl. I hope you don't find them too difficult and that they go well for you. 
1,@Carlkr hey. hope ur happy and will find ur way to germany 1 day. thats a german ad: &quot;SAVE THE SAUSAGES. http://www.dildoking.de/ 
1,@carlld12 Welcome... 
1,"@carlmartin thanks man, see you soon. don't forget to check out the square and compass near swanage "
0,@carlmayer 2 wrongs dont make a right 
1,@carlmayer Let the pubes fall where they may...its part of life 
0,"@carlmayer Sorry Carl, That is how AOL has survived all this time, stealing, and then deny, deny, deny. "
1,@carlmayer You are getting old aren't you Carl?? 
0,@carlminns That bit of news makes me very sad 
1,@carlo4twenty4 see your next tweet in 6 months. glad to know you are alive. 
0,@Carloboscan shutt upppp  are you going to like me any less?
0,@carlocasas I can't find any for Mac!!! Tweet it if any of you find it 
1,@carlocruuuz good! you joined the dark side hahahaha we have cookies! 
1,@carlocruuuz hey! thanks for following me. Andito din ba si Klara?? 
0,@CarloHilton Aww. damn hiptops/sidekicks.   Mine gets and sends messages.. but thats all
1,@CarloHilton cooool  if i see you ill come up and say hello 
1,@CarloHilton thanks  some people are so pathetic.
1,@CarloHilton yep lets 
1,"@carlonicora Hehe, good work, but you've been too efficient ! "
1,@carlonicora thanks Carlo!! have a nice week!! 
1,@carlos_drums Hey daddy!!! when will we go to see the Jonas Brothers 3D Experience!!  I still hope to see it!  I love you sooo much!!
1,@carlos_teran Good day to you as well 
1,@carlos_teran Goodmorning 
1,@carlos_teran Well on second thought...I think I'll be picking it up for 360 then 
1,@carlosarellano it's adorable. my jealous heart only hates you two a little. but mostly happy for you! 
0,@carlosarellano Rite I will try it out. Gotta finish pwning n00bs on CallOfDuty on my mere 3mbps connection.  soon will be on a 8 or 15
1,"@carloscaicedo ha, ha, ha  You're absolutelly right!"
1,@CarlosCasanova 1 day (not holding my breath) there will be a common address book widget for all platforms! 
0,"@carlosdemond could you scan it in or no? I can't order that particular issue, it's out of stock "
1,@carloseduardo87  Nene!! dond andas.??  Enviciate conmigo!!! heheheheh
1,@CarlosFoxTV I'm with you on the slimming down project - I just joined 24 Hour Fitness today....good luck!  
1,@Carlosg88 It's all good. Maybe some other time 
0,@carlosgiffoni I don't have nice things 
0,@CarlosGraves I want to go with you to see @sxephil. He is possibly my YouTube icon. 
1,@carloslamona I do too and I miss that. Phone date this week 
1,"@BSelphFSU yeah, couldn't figure out how to add you on my phone last night. Had to get to the computer "
1,@BSGirlsEver hi Debbie thanks i will check it 
1,"@bshermcincy It must be complex to get all that interwoven state out. I'm not griping on VMWare about it, just whining in general. "
1,@bshermcincy you're in luck... general obama motors will be pumping out tiny little windup deathtraps in now time 
1,@bsilva I'm free between 3:30pm-5:00pm eastern tomorrow or anytime after 2pm on Sunday. Looking forward to chatting with you 
1,@bsimi @rshotel @ozsultan let's make tonight's #iwny #internetweek happy hour begin at 5:00pm until.... 
1,@Bsimi can't wait to meet you either! #140conf. 
1,@Bsimi hello from boston  i hope you're out there tasting some fantastic wines! cheers!
0,"@Bsimi I would love to, but I won't make it into the city tonight till around 6:30 - 7  But... tomorrow I am @ social media camp!"
1,@Bsimi thank you Brian. 
0,@bskeete87 THEN Y R U LEAVN???? STAY!? 
1,@BSmith2 Happy birthday! 
0,@bsmith62 hehe..  But I wish you were going to be here 
0,@bsmooth3383 - awww thats really good. i miss u guys i never see anyone anymore. 
0,@bsmrocks  drunk lazara + 4 new songs / 40 min set = sad times
0,@bsmrocks Can I play? I missed out on Team Alcopop last year 
1,@bsmrocks http://www.facebook.com/username/  almost certain you can do it for groups 
0,@bsmrocks I can't make that  It's one of my best friends' birthday and he doesn't want to go to rapturefest. I am gutted to say the least.
0,@bsneed23 I know I am a slow reader! I always have been. 
1,@bsnsguy2006 it's about pure awesomeness my friend  hope all is well with you!
0,@bsorg Brit looks terrified! It's sad 
0,@bsorin http://bit.ly/vybWg me cry 
1,@bsouthern - love your new avatar! 
1,@bspargo Here I thought it was just a bit too much Dvine! 
0,@bsquared86 Errrrggghhh! Are you serious? A HOT mess!   LOL @ &quot;I must go&quot; XD
1,"@bsquared86 saw it, east coast knows who wins "
1,@BSqueezy OH EM GEE!!!! Double U Tee EFF was I thinking???? I'm sorry @yungdes!!!! U get a special FF tweet 
1,@bsrome Welcome to my world 
1,@bstauch id like to continue this convo in person 
1,@bstef did you miss me?? 
1,"@bstegosarusrex - it's cool here in da mitten! 58 this morning! how are you feeling? doc today, right? i'll be thinking of ya!  peace."
1,"@BStewnog No, Nina only barely sees the point of Facebook. Twitter is completely pointless to her. . (she says &quot;hi&quot; though  )."
0,@BstiNatosi  Have you met Pushing Daisies?  I so hope so.  I was upset at its cancellation.  
0,@BStoughtonLA I have no idea how you look so pretty when you sleep so little. 
0,@bstoy 21 months to act? whats the deal with the 21 mth timeline? a HUGE chunk of the ice shelf broke off  govt needs to raise awareness!
1,@bsttrach some of us are still around  i think they all read the 4 hr workday article and cleverly cuuut out!
0,@bsweichsel would have taken those fries over the granola I just threw down the hole  Hope the paper is coming along ;-)
1,@anotorias LMAO!! I can hear some guy outside full-on yelling into his cellphone. Dude has more issues than a comic book convention!! 
1,@anotorias wow! Good company to be in! 
1,@AnoukDeeltRadio you fck'n rock  ? http://blip.fm/~4oof7
0,@anoushkaa you hardly tweet anymore!  
1,@anpsmn nice lightning 
1,@anqeliCUHH Hey! Thanks so much!  and thanks for listening 
0,@AnR_Seano I would much rather be back on vacation.  And the vending machine just got me for my crackers 
1,@Anraiki @LaChatNoir @raks1991 @adbert thank you all for follow friday recommendations... sweet you are 
0,@anrapa yeah    ahhh.
1,@anrchris LOL.  We'll figure somethin out. lol
0,@ans_rocks yea were the loser's stuck at work!  lmao
0,@ansaaaudi oh my gosh ansa! I need to ... No! I must watch that gorgeous shia. Nasib kita samaaa  lucky karina
1,@AnsamsKitchen alah  ye3afech they are soo yummy o surprisingly light! I think they have some debs rman in the mix fa it gives it an edge 
1,@anscari ho tens molt facil... portatil i platja!!! no dic res mes! 
0,@anselm 3hrs on Max now. Sorry I missed you. 
1,@anshumansingh26 Why Pune? Don't you have to work in Bombay? 
1,@ansleyagnello  I'm patiently waiting baby!
1,@ansleyagnello Ignore her? I wish I was an adult like that. 
0,@ansleytime no no no way!!! hahaha. I want to get mine so bad but I have to wait till the end of the month! 
1,"@Anstewart Welcome aboard! I guess the more you tweet, the more you are visible and more tweeple follow you. "
1,"@Anstewart you are following, we response immediately. It is pure magic  ka boom."
0,@AnsticeJade Dude! That is so annoying!!! 
0,@answerguy review says its a painful movie 
1,@answers I'm pretty confident my case cooling is top notch. I only have a double window but opened door to help circulation. Thanks 
1,@answertowhy i LOVE that show. i think they have an online version of the game! http://www.fox.com/dontforget/features/ 
1,@Ant_Ward Thanks for the #followfriday 
1,@Ant1_961 LOL you and I should start a hate club 
1,@Ant4fatony thank you! 
1,"@antbanaag congrats ant!  too bad i couldn't say the same for your team. yea, i went there. gooooood morningggggg "
0,"@AntBenitez it's the first week in Jan. Right? Vegas is alive &amp; popping @ that time? Shit, sign me up. But I'm flying Jet blue. I'm cheap "
0,@AntBoogieWorld Hii sweet heart! how are you? one question! will be new choreography in the sticky and sweet? Omg! sorry for my english! 
1,"@antbusy -- new . Same ol' meee , but gotten a lil' chunky and trying lose some of the gut lol . Is that something new ? "
0,@antcola Shoot--I KNEW I forgot something! We were gonna go to a famous pizza spot and cue around the block for it but we ran out of time 
0,@antdeshawn cuz they been everywhere! lol he cheated on her 
0,@antdeshawn don't do this 2 me... not @ a time like this pls 
1,"@antdeshawn lol...wait...my bad..no lol. :/ Well, it's all good homie. They'll regret it later when u make it. they always do. "
1,@antdeshawn yes they will/can jus air dry em or if u really wanna put them n ther turn them inside out 
0,@carloslaso lastima que el paso 4 sea tan dificil...  &quot;Turn off the laptop and let it �rest� for about five hours.&quot;
1,"@CarlosMic haha! No problem, I enjoyed your brevity and relevancy "
1,@carlosncharge  we need picture proof 
0,@CarlosParejo you must come!!! dont miss metrostation live!! 
1,"@carlospdiaz LOL, guess we both needed it then, luv when ya get what ya need.    Now need 2 make B.D Cake for Amanda Orr, have a great day"
